BUKU 1,,,,,,,,,,,,,
,,,,,,,,,,,,,
Bab,Nota Perubahan,Kalimah Asal (Arab),Jamak/Mufrad,Terjemahan (BM),Terjemahan (BI),Nota BM,Nota English,Nota Nahu (Arab),Nota Nahu (BM),Nota Nahu (English),Nota Sarf (Arab),Nota Sarf (BM),Nota Sarf (English)
17,"Susunan asal menggabungkan fi‘il madi, harf jar dan fi‘il mudari‘ dalam satu entri; analisis dipecahkan mengikut setiap unsur.",سَمَحَ لـ بـ / يَسْمَحُ,,Membenarkan seseorang melakukan sesuatu,Permit / allow someone to do something,"Struktur lazimnya سَمَحَ لِفُلَانٍ بِشَيْءٍ, iaitu membenarkan seseorang melakukan atau menggunakan sesuatu.","A common construction is سَمَحَ لِفُلَانٍ بِشَيْءٍ, meaning to allow someone to do or use something.",سَمَحَ فعل ماض مبني على الفتح، واللام والباء حرفا جر، ويَسْمَحُ فعل مضارع مرفوع,سَمَحَ ialah fi‘il madi mabni atas fathah; lam dan ba ialah harf jar; يَسْمَحُ ialah fi‘il mudari‘ marfu‘.,سَمَحَ is a past verb built on fatḥ; lam and ba are prepositions; يَسْمَحُ is an indicative present verb.,فعل ثلاثي مجرد، صحيح سالم، من سَمَحَ يَسْمَحُ، ومن مصادره سَمَاحٌ وسَمَاحَةٌ,Fi‘il thulathi mujarrad dan sahih salim. Mudari‘nya يَسْمَحُ; antara masdarnya سَمَاحٌ dan سَمَاحَةٌ.,A basic triliteral sound verb. Its present is يَسْمَحُ; its verbal nouns include سَمَاحٌ and سَمَاحَةٌ.
17,,زَارَ,"يَزُورُ (Mudhari‘), زِيَارَةٌ (Masdar)",Melawat,Visit,Pergi menemui seseorang atau pergi ke sesuatu tempat untuk suatu tempoh.,To go and see a person or place for a period of time.,فعل ماض، مبني على الفتح,Fi‘il madi yang mabni atas fathah.,A past-tense verb built on fatḥ.,فعل ثلاثي مجرد، أجوف واوي، من زَارَ يَزُورُ، ومصدره زِيَارَةٌ,Fi‘il thulathi mujarrad dan ajwaf wawi. Mudari‘nya يَزُورُ dan masdarnya زِيَارَةٌ.,A basic triliteral hollow verb with waw. Its present is يَزُورُ and its verbal noun is زِيَارَةٌ.
17,Analisis “Maḥmūz” diperincikan kepada mahmuz al-lam.,بَدَأَ,"يَبْدَأُ (Mudhari‘), بَدْءٌ / بَدَاءَةٌ (Masdar)",Mula / memulakan,Begin / start,Menandakan permulaan sesuatu perbuatan atau keadaan.,Marks the beginning of an action or state.,فعل ماض، مبني على الفتح,Fi‘il madi yang mabni atas fathah.,A past-tense verb built on fatḥ.,فعل ثلاثي مجرد، صحيح مهموز اللام، من بَدَأَ يَبْدَأُ، ومن مصادره بَدْءٌ وبَدَاءَةٌ,"Fi‘il thulathi mujarrad, sahih dan mahmuz al-lam. Mudari‘nya يَبْدَأُ; antara masdarnya بَدْءٌ dan بَدَاءَةٌ.",A basic triliteral sound verb with hamza as its final radical. Its present is يَبْدَأُ; its verbal nouns include بَدْءٌ and بَدَاءَةٌ.
17,"Analisis Sarf diperincikan: أَمْكَنَ ialah fi‘il mazid pada wazan أَفْعَلَ, bukan sekadar fi‘il salim.",أَمْكَنَ,"يُمْكِنُ (Mudhari‘), إِمْكَانٌ (Masdar)",Membolehkan / mungkin,Enable / be possible,"Boleh digunakan secara transitif dengan makna membolehkan, atau dalam ungkapan يَمْكِنُ dengan makna “mungkin / boleh”.","It may be transitive meaning “enable”, while يَمْكِنُ is commonly used to mean “it is possible / can”.",فعل ماض، مبني على الفتح,Fi‘il madi yang mabni atas fathah.,A past-tense verb built on fatḥ.,فعل ثلاثي مزيد بحرف واحد على وزن أَفْعَلَ، صحيح سالم، ومصدره إِمْكَانٌ,Fi‘il thulathi mazid dengan satu huruf pada wazan أَفْعَلَ. Ia sahih salim dan masdarnya إِمْكَانٌ.,"A triliteral verb augmented by one letter on the pattern أَفْعَلَ. It is sound, and its verbal noun is إِمْكَانٌ."
17,,بَصَقَ,"يَبْصُقُ (Mudhari‘), بَصْقٌ / بُصَاقٌ (Masdar)",Meludah,Spit,Mengeluarkan air liur daripada mulut.,To expel saliva from the mouth.,فعل ماض، مبني على الفتح,Fi‘il madi yang mabni atas fathah.,A past-tense verb built on fatḥ.,فعل ثلاثي مجرد، صحيح سالم، من بَصَقَ يَبْصُقُ، ومن مصادره بَصْقٌ وبُصَاقٌ,Fi‘il thulathi mujarrad dan sahih salim. Mudari‘nya يَبْصُقُ; antara masdarnya بَصْقٌ dan بُصَاقٌ.,A basic triliteral sound verb. Its present is يَبْصُقُ; its verbal nouns include بَصْقٌ and بُصَاقٌ.
17,"Analisis “Lafīf Mafrūq” dibetulkan. رَأَى hanya mempunyai satu huruf ‘illah, lalu diklasifikasikan sebagai naqis ya’i dan mahmuz al-‘ain.",رَأَى,"يَرَى (Mudhari‘), رُؤْيَةٌ (Masdar)",Melihat,See,Mengetahui sesuatu melalui penglihatan; mengikut konteks juga boleh bermaksud berpendapat.,To perceive something by sight; depending on context it may also mean to hold an opinion.,فعل ماض، مبني على الفتح المقدر على الألف للتعذر,Fi‘il madi yang mabni atas fathah muqaddarah pada alif kerana ta‘azzur.,A past-tense verb built on an estimated fatḥ on the final alif.,فعل ثلاثي مجرد، ناقص يائي مهموز العين، من رَأَى يَرَى، ومصدره رُؤْيَةٌ,"Fi‘il thulathi mujarrad, naqis ya’i dan mahmuz al-‘ain. Mudari‘nya يَرَى dan masdarnya رُؤْيَةٌ.",A basic triliteral final-weak verb with ya and hamza as its medial radical. Its present is يَرَى and its verbal noun is رُؤْيَةٌ.
17,Analisis asal “Harf Jar” diperincikan kerana مُنْذُ juga boleh berfungsi sebagai zharaf mengikut konteks.,مُنْذُ,,Sejak / selama / yang lalu,Since / for / ago,Digunakan untuk menunjukkan permulaan atau tempoh masa. Hukum Nahu berubah mengikut susunan ayat.,Used to indicate the starting point or duration of time. Its grammatical function varies by construction.,حرف جر إذا دخل على اسم زمان ماض، وقد يأتي اسمًا ظرفًا مبنيًا على الضم,"Boleh menjadi harf jar apabila masuk pada kata nama waktu lampau, dan boleh juga menjadi isim zharaf yang mabni atas dammah.","It may function as a preposition before a past-time noun, or as an adverbial noun built on ḍamm.",لفظ مبني إذا استعمل ظرفًا,Lafaz mabni apabila digunakan sebagai zharaf.,It is indeclinable when used adverbially.
18,,عَادَةٌ,عَادَاتٌ (J. Muannath Salim),Kebiasaan / adat,Habit / custom,Perbuatan yang dilakukan berulang kali atau amalan yang diterima dalam masyarakat.,A repeatedly performed behaviour or an established social custom.,اسم، مؤنث، معرب، مصروف,Isim muannath yang mu‘rab dan menerima tanwin.,A feminine noun that is declinable as a triptote.,جمع بالألف والتاء عَادَاتٌ,Jamaknya dibentuk dengan alif dan ta menjadi عَادَاتٌ.,Its plural is formed with alif and ta as عَادَاتٌ.
18,,مَتْحَفٌ,"مَتَاحِفُ (J. Taksir, Mamnu' Min Sarf)",Muzium,Museum,"Tempat menyimpan dan mempamerkan bahan bersejarah, seni atau ilmiah.","A place where historical, artistic, or scientific objects are preserved and displayed.",اسم، مذكر، معرب، مصروف,Isim muzakkar yang mu‘rab dan menerima tanwin.,A masculine noun that is declinable as a triptote.,اسم مكان في الاستعمال، وجمعه مَتَاحِفُ على وزن مَفَاعِل من صيغة منتهى الجموع,Digunakan sebagai isim makan; jamaknya مَتَاحِفُ pada wazan مَفَاعِل dan termasuk sighah muntaha al-jumu‘.,Used as a place noun; its broken plural مَتَاحِفُ follows the pattern مَفَاعِل and belongs to the final plural pattern.
18,,عُلْبَةٌ,عُلَبٌ (J. Taksir),Kotak / bekas,Box / container,Bekas kecil yang digunakan untuk menyimpan sesuatu.,A small container used for holding something.,اسم، مؤنث، معرب، مصروف,Isim muannath yang mu‘rab dan menerima tanwin.,A feminine noun that is declinable as a triptote.,جمع تكسير عُلَبٌ على وزن فُعَل,Jamak taksirnya عُلَبٌ pada wazan فُعَل.,Its broken plural عُلَبٌ follows the pattern فُعَل.
18,,مَلْبَسٌ,"مَلَابِسُ (J. Taksir, Mamnu' Min Sarf)",Pakaian / sesuatu yang dipakai,Clothing / garment,Sesuatu yang dipakai pada badan; bentuk jamaknya مَلَابِسُ lebih lazim digunakan untuk pakaian secara umum.,Something worn on the body; its plural مَلَابِسُ is commonly used for clothing in general.,اسم، مذكر، معرب، مصروف,Isim muzakkar yang mu‘rab dan menerima tanwin.,A masculine noun that is declinable as a triptote.,جمع تكسير مَلَابِسُ على وزن مَفَاعِل، من صيغة منتهى الجموع,Jamak taksirnya مَلَابِسُ pada wazan مَفَاعِل dan termasuk sighah muntaha al-jumu‘.,Its broken plural مَلَابِسُ follows the pattern مَفَاعِل and belongs to the final plural pattern.
18,"Analisis “Mamnu' Min Sarf” dibetulkan berdasarkan bentuk كُلْثُومٌ yang bertanwin. Jika yang dimaksudkan ialah nama perempuan, ia menjadi mamnu‘ min al-sarf kerana ‘alamiyyah dan ta’nith.",كُلْثُومٌ,,Kulthum,Kulthum,"Nama khas. Bentuk dalam teks mempunyai tanwin, yang menunjukkan penggunaan sebagai nama lelaki yang munṣarif.","A proper name. The form in the text carries tanwin, indicating usage as a fully declinable masculine name.",اسم علم مذكر، معرب، مصروف,Isim ‘alam muzakkar yang mu‘rab dan munṣarif.,A masculine proper noun that is fully declinable.,اسم جامد,Isim jamid.,A non-derived noun.
18,,حَدِيقَةُ الْحَيَوَانَاتِ,,Zoo,Zoo,Tempat haiwan dipelihara dan dipamerkan kepada orang ramai.,A place where animals are kept and exhibited to the public.,مركب إضافي؛ حَدِيقَةُ مضاف، وَالْحَيَوَانَاتِ مضاف إليه مجرور بالكسرة,Murakkab idafi. حَدِيقَةُ ialah mudaf dan الْحَيَوَانَاتِ ialah mudaf ilayh yang majrur dengan kasrah.,"An annexation construction: حَدِيقَةُ is the annexed noun, and الْحَيَوَانَاتِ is the genitive complement marked with kasra.",حَدِيقَةٌ اسم مؤنث، وَالْحَيَوَانَاتُ جمع بالألف والتاء,"حَدِيقَةٌ ialah isim muannath, manakala الْحَيَوَانَاتُ ialah jamak dengan alif dan ta.","حَدِيقَةٌ is a feminine noun, while الْحَيَوَانَاتُ is a plural formed with alif and ta."
18,,سَادَةٌ,سَيِّدٌ (Mufrad),Tuan-tuan / para pemimpin,Gentlemen / masters / leaders,"Jamak bagi سَيِّدٌ; maknanya boleh merujuk para tuan, pemimpin atau orang yang dihormati.","The plural of سَيِّدٌ; it may refer to gentlemen, masters, leaders, or respected persons.",اسم، جمع تكسير، معرب، مصروف,Isim dalam bentuk jamak taksir yang mu‘rab dan menerima tanwin.,A broken plural noun that is declinable as a triptote.,جمع تكسير لسَيِّدٌ,Jamak taksir bagi سَيِّدٌ.,A broken plural of سَيِّدٌ.
18,,تَوْحِيدٌ,,Tauhid / mengesakan,Monotheism / affirming oneness,"Dalam konteks Islam, merujuk pengesaan Allah dan pengiktirafan bahawa hanya Dia yang berhak disembah.","In an Islamic context, it refers to affirming Allah's oneness and that He alone deserves worship.",اسم، مصدر، مذكر، معرب، مصروف,Isim masdar muzakkar yang mu‘rab dan menerima tanwin.,A masculine verbal noun that is declinable as a triptote.,مصدر وَحَّدَ يُوَحِّدُ على وزن تَفْعِيل,Masdar bagi وَحَّدَ يُوَحِّدُ pada wazan تَفْعِيل.,The verbal noun of وَحَّدَ يُوَحِّدُ on the pattern تَفْعِيل.
18,Analisis Sarf diperincikan: أَرَادَ ialah fi‘il mazid pada wazan أَفْعَلَ.,أَرَادَ,"يُرِيدُ (Mudhari‘), إِرَادَةٌ (Masdar)",Mahu / menghendaki,Want / intend,Menunjukkan kehendak atau niat untuk melakukan atau mendapatkan sesuatu.,Expresses a desire or intention to do or obtain something.,فعل ماض، مبني على الفتح,Fi‘il madi yang mabni atas fathah.,A past-tense verb built on fatḥ.,فعل ثلاثي مزيد بحرف واحد على وزن أَفْعَلَ، أجوف واوي، ومصدره إِرَادَةٌ,Fi‘il thulathi mazid dengan satu huruf pada wazan أَفْعَلَ dan tergolong sebagai ajwaf wawi. Masdarnya إِرَادَةٌ.,A triliteral verb augmented by one letter on the pattern أَفْعَلَ and hollow with waw. Its verbal noun is إِرَادَةٌ.
18,,هَيَّا,,Marilah! / ayuh!,Come on! / let's go!,Digunakan untuk menggalakkan atau mengajak seseorang bergerak atau melakukan sesuatu.,Used to urge or invite someone to move or do something.,اسم فعل أمر مبني لا محل له من الإعراب، بمعنى أَقْبِلْ أو أَسْرِعْ,"Isim fi‘il amr yang mabni dan tidak mempunyai محل i‘rab, dengan makna “datanglah” atau “segeralah”.","An imperative verbal noun, indeclinable and without syntactic position, meaning “come” or “hurry”.",لفظ جامد من أسماء الأفعال,Lafaz jamid daripada kelompok isim fi‘il.,A fixed form belonging to the class of verbal nouns.
18,"Analisis dibetulkan daripada nama huruf الْكَافُ kepada كَافُ التَّشْبِيهِ, iaitu harf jar yang membawa makna perbandingan atau penyerupaan.",كَافُ التَّشْبِيهِ,,Kāf perumpamaan / Seperti,Kāf of comparison / Like,"Digunakan untuk menyamakan atau menyerupakan sesuatu dengan sesuatu yang lain. Contoh: زَيْدٌ كَالْأَسَدِ — Zaid seperti singa. Dalam contoh ini, كَـ menyerupakan Zaid dengan singa.","Used to compare or liken one thing to another. Example: زَيْدٌ كَالْأَسَدِ — Zayd is like a lion. Here, كَـ likens Zayd to a lion.",مصطلح نحوي مركب إضافي؛ كَافُ مضاف والتَّشْبِيهِ مضاف إليه. والكاف نفسها حرف جر للتشبيه مبني لا محل له من الإعراب، وتجر الاسم بعدها,"Istilah nahu berbentuk murakkab idafi: كَافُ ialah mudaf dan التَّشْبِيهِ ialah mudaf ilayh. Kaf itu sendiri ialah harf jar bagi penyerupaan, bersifat mabni dan menjarkan isim selepasnya.",A grammatical term formed as an annexation: كَافُ is the first term and التَّشْبِيهِ its genitive complement. The kāf itself is an indeclinable preposition of comparison that places the following noun in the genitive.,,,A non-derived noun denoting the name of an alphabetic letter.
19,,عِنْدَمَا,,Apabila,When,Digunakan untuk menghubungkan sesuatu peristiwa dengan waktu berlakunya peristiwa lain.,Used to link an event to the time at which another event occurs.,ظرف زمان منصوب، وهو مضاف، و«ما» مصدرية,"Zaraf zaman yang mansub. Perkataan عِنْدَ menjadi mudaf, manakala مَا berfungsi sebagai masdariyyah.","An accusative adverb of time. عِنْدَ is the first term of an iḍāfah, while مَا functions as a maṣdariyyah particle.",,,
19,,أَيُّوبُ,,Ayyub (Ayub),Ayyub (Job),Nama seorang nabi dan nama lelaki.,The name of a prophet and a masculine personal name.,اسم علم أعجمي، مذكر، معرب، ممنوع من الصرف,Isim ‘alam asing bagi nama lelaki. Kalimah ini mu‘rab tetapi mamnu‘ min al-sarf.,A masculine foreign proper noun; declinable but diptote.,,,
19,,آسِفٌ,,Kesal / Dukacita,Sorry / Regretful,Digunakan untuk menyatakan rasa kesal atau dukacita.,Used to express regret or sorrow.,اسم، صفة، مذكر، معرب,Isim yang berfungsi sebagai sifat bagi muzakkar dan bersifat mu‘rab.,A masculine adjective and declinable.,اسم فاعل، من أَسِفَ يَأْسَفُ، على وزن فَاعِل، والفعل مهموز الفاء,Isim fa‘il daripada أَسِفَ يَأْسَفُ pada wazan فَاعِل. Fi‘il asalnya mahmuz al-fa’.,An active participle from أَسِفَ يَأْسَفُ on the pattern فَاعِل; the verb is hamzated in its first radical.
